dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
16;2020-S11;0;1;1583;1;;
16;2020-S11;A;0;209;0;;
16;2020-S11;B;1;563;1;;
16;2020-S11;C;0;332;0;;
16;2020-S11;D;0;159;0;;
16;2020-S11;E;0;320;0;;
16;2020-S12;0;29;896;10;;
16;2020-S12;A;1;66;1;;
16;2020-S12;B;14;325;3;;
16;2020-S12;C;6;190;1;;
16;2020-S12;D;3;99;3;;
16;2020-S12;E;5;216;2;;
16;2020-S13;0;138;835;29;;
16;2020-S13;A;0;60;0;;
16;2020-S13;B;62;295;3;;
16;2020-S13;C;48;223;11;;
16;2020-S13;D;12;89;6;;
16;2020-S13;E;16;168;9;;
16;2020-S14;0;111;893;42;;
16;2020-S14;A;0;68;0;;
16;2020-S14;B;37;277;4;;
16;2020-S14;C;32;220;10;;
16;2020-S14;D;15;119;8;;
16;2020-S14;E;27;209;20;;
16;2020-S15;0;78;877;27;;
16;2020-S15;A;0;77;0;;
16;2020-S15;B;28;263;1;;
16;2020-S15;C;23;217;7;;
16;2020-S15;D;5;108;3;;
16;2020-S15;E;22;212;16;;
16;2020-S16;0;58;968;22;;
16;2020-S16;A;0;81;0;;
16;2020-S16;B;26;303;6;;
16;2020-S16;C;14;230;5;;
16;2020-S16;D;8;138;3;;
16;2020-S16;E;10;216;8;;
16;2020-S17;0;50;1106;21;;
16;2020-S17;A;0;93;0;;
16;2020-S17;B;13;331;2;;
16;2020-S17;C;15;278;2;;
16;2020-S17;D;11;143;9;;
16;2020-S17;E;11;261;8;;
17;2020-S10;0;23;3045;9;0;407
17;2020-S10;A;2;343;0;0;107
17;2020-S10;B;3;976;0;0;158
17;2020-S10;C;12;638;5;0;60
17;2020-S10;D;1;404;0;0;24
17;2020-S10;E;5;683;4;0;57
17;2020-S11;0;70;2775;10;0;413
17;2020-S11;A;9;376;0;0;103
17;2020-S11;B;23;879;0;0;166
17;2020-S11;C;27;551;5;0;71
17;2020-S11;D;9;345;4;0;27
17;2020-S11;E;2;624;1;0;46
17;2020-S12;0;181;1877;38;6;316
17;2020-S12;A;12;233;5;0;70
17;2020-S12;B;73;593;5;5;143
17;2020-S12;C;49;409;9;0;45
17;2020-S12;D;14;228;4;1;20
17;2020-S12;E;33;414;15;0;38
17;2020-S13;0;183;1739;61;37;247
17;2020-S13;A;4;178;2;4;35
17;2020-S13;B;56;481;2;22;97
17;2020-S13;C;51;428;17;8;51
17;2020-S13;D;37;240;14;1;27
17;2020-S13;E;35;412;26;2;37
17;2020-S14;0;149;1707;62;45;231
17;2020-S14;A;1;174;0;6;26
17;2020-S14;B;38;492;7;27;92
17;2020-S14;C;51;392;13;8;49
17;2020-S14;D;23;232;10;2;24
17;2020-S14;E;36;417;32;2;40
17;2020-S15;0;111;1917;53;16;239
17;2020-S15;A;2;165;1;2;33
17;2020-S15;B;24;566;2;7;83
17;2020-S15;C;20;438;7;4;58
17;2020-S15;D;14;292;8;0;21
17;2020-S15;E;51;456;35;3;44
17;2020-S16;0;97;2004;39;15;250
17;2020-S16;A;2;206;1;0;28
17;2020-S16;B;39;596;7;6;84
17;2020-S16;C;21;470;5;5;66
17;2020-S16;D;9;271;6;1;20
17;2020-S16;E;26;461;20;3;52
17;2020-S17;0;82;2131;37;12;228
17;2020-S17;A;0;202;0;3;31
17;2020-S17;B;24;661;0;6;96
17;2020-S17;C;12;470;5;1;42
17;2020-S17;D;14;272;7;0;21
17;2020-S17;E;32;526;25;2;36
18;2020-S10;0;0;863;0;0;1574
18;2020-S10;A;0;130;0;0;419
18;2020-S10;B;0;274;0;0;810
18;2020-S10;C;0;185;0;0;247
18;2020-S10;D;0;80;0;0;47
18;2020-S10;E;0;194;0;0;51
18;2020-S11;0;36;893;0;0;1472
18;2020-S11;A;13;170;0;0;421
18;2020-S11;B;18;281;0;0;729
18;2020-S11;C;3;174;0;0;230
18;2020-S11;D;2;106;0;0;56
18;2020-S11;E;0;162;0;0;36
18;2020-S12;0;97;644;2;13;1017
18;2020-S12;A;2;69;0;0;243
18;2020-S12;B;52;216;1;10;505
18;2020-S12;C;36;161;0;2;192
18;2020-S12;D;3;60;0;0;45
18;2020-S12;E;4;138;1;1;32
18;2020-S13;0;93;593;3;38;567
18;2020-S13;A;1;57;0;2;99
18;2020-S13;B;51;192;2;31;295
18;2020-S13;C;27;149;0;5;108
18;2020-S13;D;4;57;0;0;28
18;2020-S13;E;10;138;1;0;37
18;2020-S14;0;129;603;5;58;491
18;2020-S14;A;0;41;0;5;63
18;2020-S14;B;40;193;1;38;249
18;2020-S14;C;34;144;1;12;116
18;2020-S14;D;19;73;1;1;28
18;2020-S14;E;36;152;2;2;35
18;2020-S15;0;208;701;2;46;470
18;2020-S15;A;1;57;0;1;68
18;2020-S15;B;83;213;0;34;226
18;2020-S15;C;70;182;2;7;104
18;2020-S15;D;15;90;0;1;35
18;2020-S15;E;39;159;0;3;37
18;2020-S16;0;256;777;3;32;465
18;2020-S16;A;1;83;0;0;42
18;2020-S16;B;107;267;0;24;231
18;2020-S16;C;78;176;1;6;121
18;2020-S16;D;16;80;0;2;27
18;2020-S16;E;54;171;2;0;44
18;2020-S17;0;291;850;3;32;508
18;2020-S17;A;1;65;0;2;76
18;2020-S17;B;132;295;1;24;267
18;2020-S17;C;92;221;0;6;100
18;2020-S17;D;21;79;0;0;32
18;2020-S17;E;45;190;2;0;33
19;2020-S10;0;2;1262;2;;
19;2020-S10;A;0;186;0;;
19;2020-S10;B;0;425;0;;
19;2020-S10;C;2;259;2;;
19;2020-S10;D;0;131;0;;
19;2020-S10;E;0;261;0;;
19;2020-S11;0;3;1077;2;;
19;2020-S11;A;0;161;0;;
19;2020-S11;B;3;367;2;;
19;2020-S11;C;0;221;0;;
19;2020-S11;D;0;96;0;;
19;2020-S11;E;0;232;0;;
19;2020-S12;0;39;641;39;;
19;2020-S12;A;2;71;2;;
19;2020-S12;B;10;192;10;;
19;2020-S12;C;8;135;8;;
19;2020-S12;D;5;78;5;;
19;2020-S12;E;14;165;14;;
19;2020-S13;0;113;562;106;;
19;2020-S13;A;5;49;4;;
19;2020-S13;B;33;170;29;;
19;2020-S13;C;28;134;26;;
19;2020-S13;D;15;51;15;;
19;2020-S13;E;32;158;32;;
19;2020-S14;0;147;618;131;;
19;2020-S14;A;10;60;10;;
19;2020-S14;B;43;184;34;;
19;2020-S14;C;38;143;31;;
19;2020-S14;D;14;59;14;;
19;2020-S14;E;42;172;42;;
19;2020-S15;0;67;685;54;;
19;2020-S15;A;0;57;0;;
19;2020-S15;B;16;210;8;;
19;2020-S15;C;20;177;16;;
19;2020-S15;D;7;71;6;;
19;2020-S15;E;24;170;24;;
19;2020-S16;0;44;755;30;;
19;2020-S16;A;0;72;0;;
19;2020-S16;B;16;250;7;;
19;2020-S16;C;10;189;5;;
19;2020-S16;D;3;74;3;;
19;2020-S16;E;15;170;15;;
19;2020-S17;0;28;799;18;;
19;2020-S17;A;2;75;0;;
19;2020-S17;B;5;229;3;;
19;2020-S17;C;9;207;4;;
19;2020-S17;D;4;100;3;;
19;2020-S17;E;8;188;8;;
21;2020-S10;0;47;2164;22;5;1050
21;2020-S10;A;0;253;0;0;268
21;2020-S10;B;14;862;4;3;472
21;2020-S10;C;12;449;4;2;165
21;2020-S10;D;8;231;5;0;53
21;2020-S10;E;13;369;9;0;92
21;2020-S11;0;71;1951;42;61;891
21;2020-S11;A;1;234;0;7;232
21;2020-S11;B;21;749;5;32;435
21;2020-S11;C;15;419;11;13;126
21;2020-S11;D;13;194;8;3;42
21;2020-S11;E;21;355;18;6;56
21;2020-S12;0;96;1119;44;145;482
21;2020-S12;A;3;103;0;11;94
21;2020-S12;B;41;416;12;84;218
21;2020-S12;C;24;266;6;30;92
21;2020-S12;D;5;133;3;10;33
21;2020-S12;E;23;200;23;10;45
21;2020-S13;0;186;1052;76;185;482
21;2020-S13;A;4;70;0;7;67
21;2020-S13;B;64;375;7;113;238
21;2020-S13;C;55;271;18;40;84
21;2020-S13;D;24;138;19;13;40
21;2020-S13;E;39;198;32;12;53
21;2020-S14;0;151;996;56;110;379
21;2020-S14;A;3;80;0;6;52
21;2020-S14;B;66;396;8;74;192
21;2020-S14;C;46;241;19;19;56
21;2020-S14;D;12;109;10;2;26
21;2020-S14;E;24;170;19;9;53
21;2020-S15;0;193;1144;55;57;322
21;2020-S15;A;0;90;0;5;51
21;2020-S15;B;77;408;1;36;135
21;2020-S15;C;62;300;17;9;67
21;2020-S15;D;23;160;13;5;23
21;2020-S15;E;31;186;24;2;46
21;2020-S16;0;196;1114;29;56;374
21;2020-S16;A;2;71;0;9;62
21;2020-S16;B;82;398;1;31;157
21;2020-S16;C;82;317;10;8;70
21;2020-S16;D;11;129;4;2;33
21;2020-S16;E;19;199;14;6;52
21;2020-S17;0;116;1248;25;32;315
21;2020-S17;A;1;114;0;3;53
21;2020-S17;B;35;455;2;16;129
21;2020-S17;C;46;306;2;7;56
21;2020-S17;D;8;122;2;2;27
21;2020-S17;E;26;251;19;4;50
22;2020-S10;0;1;1943;0;;
22;2020-S10;A;0;391;0;;
22;2020-S10;B;1;630;0;;
22;2020-S10;C;0;339;0;;
22;2020-S10;D;0;188;0;;
22;2020-S10;E;0;395;0;;
22;2020-S11;0;4;1759;0;;
22;2020-S11;A;1;397;0;;
22;2020-S11;B;2;559;0;;
22;2020-S11;C;1;326;0;;
22;2020-S11;D;0;185;0;;
22;2020-S11;E;0;292;0;;
22;2020-S12;0;35;1125;14;;
22;2020-S12;A;2;199;1;;
22;2020-S12;B;15;353;3;;
22;2020-S12;C;5;210;1;;
22;2020-S12;D;5;124;2;;
22;2020-S12;E;8;239;7;;
22;2020-S13;0;76;1026;49;;
22;2020-S13;A;0;149;0;;
22;2020-S13;B;23;311;6;;
22;2020-S13;C;18;219;12;;
22;2020-S13;D;16;116;13;;
22;2020-S13;E;19;231;18;;
22;2020-S14;0;83;955;58;;
22;2020-S14;A;0;136;0;;
22;2020-S14;B;23;304;8;;
22;2020-S14;C;16;192;10;;
22;2020-S14;D;11;105;10;;
22;2020-S14;E;33;218;30;;
22;2020-S15;0;87;1019;57;;
22;2020-S15;A;0;150;0;;
22;2020-S15;B;21;276;2;;
22;2020-S15;C;30;228;21;;
22;2020-S15;D;6;113;4;;
22;2020-S15;E;30;252;30;;
22;2020-S16;0;87;1143;68;;
22;2020-S16;A;0;160;0;;
22;2020-S16;B;24;324;12;;
22;2020-S16;C;17;247;13;;
22;2020-S16;D;10;136;8;;
22;2020-S16;E;36;276;35;;
22;2020-S17;0;66;1236;58;;
22;2020-S17;A;0;181;0;;
22;2020-S17;B;15;352;10;;
22;2020-S17;C;13;265;11;;
22;2020-S17;D;4;162;4;;
22;2020-S17;E;34;276;33;;
23;2020-S10;0;0;456;0;;
23;2020-S10;A;0;52;0;;
23;2020-S10;B;0;122;0;;
23;2020-S10;C;0;108;0;;
23;2020-S10;D;0;45;0;;
23;2020-S10;E;0;129;0;;
23;2020-S11;0;4;461;1;;
23;2020-S11;A;0;67;0;;
23;2020-S11;B;1;139;0;;
23;2020-S11;C;3;107;1;;
23;2020-S11;D;0;46;0;;
23;2020-S11;E;0;102;0;;
23;2020-S12;0;82;376;2;;
23;2020-S12;A;4;37;0;;
23;2020-S12;B;46;128;0;;
23;2020-S12;C;30;82;1;;
23;2020-S12;D;2;51;1;;
23;2020-S12;E;0;78;0;;
23;2020-S13;0;120;363;4;;
23;2020-S13;A;0;24;0;;
23;2020-S13;B;72;140;2;;
23;2020-S13;C;36;99;1;;
23;2020-S13;D;6;40;0;;
23;2020-S13;E;6;60;1;;
23;2020-S14;0;115;375;21;;
23;2020-S14;A;3;24;1;;
23;2020-S14;B;54;117;3;;
23;2020-S14;C;34;92;5;;
23;2020-S14;D;9;44;2;;
23;2020-S14;E;15;98;10;;
23;2020-S15;0;23;369;16;;
23;2020-S15;A;0;27;0;;
23;2020-S15;B;7;107;4;;
23;2020-S15;C;3;105;3;;
23;2020-S15;D;3;40;2;;
23;2020-S15;E;10;90;7;;
23;2020-S16;0;5;301;5;;
23;2020-S16;A;0;28;0;;
23;2020-S16;B;1;71;1;;
23;2020-S16;C;0;80;0;;
23;2020-S16;D;1;42;1;;
23;2020-S16;E;3;80;3;;
23;2020-S17;0;11;321;9;;
23;2020-S17;A;0;16;0;;
23;2020-S17;B;2;91;1;;
23;2020-S17;C;4;91;3;;
23;2020-S17;D;1;34;1;;
23;2020-S17;E;4;89;4;;
24;2020-S10;0;1;1287;0;;
24;2020-S10;A;0;118;0;;
24;2020-S10;B;1;432;0;;
24;2020-S10;C;0;278;0;;
24;2020-S10;D;0;153;0;;
24;2020-S10;E;0;306;0;;
24;2020-S11;0;7;1227;6;;
24;2020-S11;A;0;141;0;;
24;2020-S11;B;2;431;2;;
24;2020-S11;C;4;272;3;;
24;2020-S11;D;0;135;0;;
24;2020-S11;E;1;248;1;;
24;2020-S12;0;26;742;20;;
24;2020-S12;A;2;62;2;;
24;2020-S12;B;8;221;5;;
24;2020-S12;C;8;177;7;;
24;2020-S12;D;3;102;2;;
24;2020-S12;E;5;180;4;;
24;2020-S13;0;167;833;54;;
24;2020-S13;A;2;50;1;;
24;2020-S13;B;62;267;12;;
24;2020-S13;C;55;234;12;;
24;2020-S13;D;15;104;9;;
24;2020-S13;E;33;178;20;;
24;2020-S14;0;181;821;68;;
24;2020-S14;A;4;44;0;;
24;2020-S14;B;79;313;26;;
24;2020-S14;C;41;196;9;;
24;2020-S14;D;18;96;7;;
24;2020-S14;E;39;172;26;;
24;2020-S15;0;102;933;60;;
24;2020-S15;A;4;74;1;;
24;2020-S15;B;23;279;7;;
24;2020-S15;C;28;238;11;;
24;2020-S15;D;12;112;7;;
24;2020-S15;E;35;230;34;;
24;2020-S16;0;85;953;58;;
24;2020-S16;A;5;73;1;;
24;2020-S16;B;16;291;9;;
24;2020-S16;C;22;256;13;;
24;2020-S16;D;14;124;11;;
24;2020-S16;E;28;209;24;;
24;2020-S17;0;91;1060;64;;
24;2020-S17;A;4;65;3;;
24;2020-S17;B;19;333;7;;
24;2020-S17;C;21;293;16;;
24;2020-S17;D;12;132;8;;
24;2020-S17;E;35;237;30;;
25;2020-S10;0;12;1605;3;3;1111
25;2020-S10;A;2;357;0;1;273
25;2020-S10;B;8;573;1;0;428
25;2020-S10;C;0;300;0;1;183
25;2020-S10;D;0;136;0;1;82
25;2020-S10;E;2;239;2;0;103
25;2020-S11;0;50;1448;28;14;964
25;2020-S11;A;3;338;1;2;244
25;2020-S11;B;19;519;8;7;418
25;2020-S11;C;12;242;5;4;168
25;2020-S11;D;6;129;6;0;51
25;2020-S11;E;10;220;8;1;76
25;2020-S12;0;252;1082;76;103;812
25;2020-S12;A;23;211;6;12;178
25;2020-S12;B;101;350;9;54;336
25;2020-S12;C;69;220;16;24;164
25;2020-S12;D;28;113;19;6;56
25;2020-S12;E;31;188;26;7;72
25;2020-S13;0;379;1049;126;82;664
25;2020-S13;A;24;132;6;6;104
25;2020-S13;B;113;314;6;41;310
25;2020-S13;C;130;286;33;23;143
25;2020-S13;D;59;146;38;4;38
25;2020-S13;E;53;171;43;8;68
25;2020-S14;0;232;913;102;70;645
25;2020-S14;A;13;126;6;2;96
25;2020-S14;B;73;268;6;34;262
25;2020-S14;C;72;223;26;23;146
25;2020-S14;D;28;90;23;6;56
25;2020-S14;E;46;206;41;5;82
25;2020-S15;0;164;1024;73;43;467
25;2020-S15;A;14;163;2;2;62
25;2020-S15;B;48;322;8;23;199
25;2020-S15;C;50;225;16;11;100
25;2020-S15;D;19;120;15;4;43
25;2020-S15;E;33;194;32;3;62
25;2020-S16;0;87;1045;40;21;596
25;2020-S16;A;11;200;6;0;81
25;2020-S16;B;27;338;5;15;260
25;2020-S16;C;19;219;6;2;125
25;2020-S16;D;9;102;5;1;45
25;2020-S16;E;21;186;18;3;78
25;2020-S17;0;95;1053;38;19;488
25;2020-S17;A;14;211;5;1;69
25;2020-S17;B;28;311;4;8;197
25;2020-S17;C;23;223;5;5;114
25;2020-S17;D;8;109;7;2;39
25;2020-S17;E;22;199;17;3;62
26;2020-S10;0;13;2361;0;;
26;2020-S10;A;1;570;0;;
26;2020-S10;B;8;795;0;;
26;2020-S10;C;4;441;0;;
26;2020-S10;D;0;204;0;;
26;2020-S10;E;0;351;0;;
26;2020-S11;0;26;2129;19;;
26;2020-S11;A;0;526;0;;
26;2020-S11;B;5;770;1;;
26;2020-S11;C;6;347;5;;
26;2020-S11;D;4;177;2;;
26;2020-S11;E;11;309;11;;
26;2020-S12;0;181;1340;83;;
26;2020-S12;A;17;260;6;;
26;2020-S12;B;61;416;9;;
26;2020-S12;C;33;283;13;;
26;2020-S12;D;28;143;19;;
26;2020-S12;E;42;238;36;;
26;2020-S13;0;294;1154;132;;
26;2020-S13;A;5;152;2;;
26;2020-S13;B;103;369;11;;
26;2020-S13;C;77;275;25;;
26;2020-S13;D;47;130;37;;
26;2020-S13;E;62;228;57;;
26;2020-S14;0;196;1048;70;;
26;2020-S14;A;8;154;1;;
26;2020-S14;B;75;346;5;;
26;2020-S14;C;54;273;14;;
26;2020-S14;D;22;95;19;;
26;2020-S14;E;37;180;31;;
26;2020-S15;0;152;1171;58;;
26;2020-S15;A;4;200;0;;
26;2020-S15;B;58;371;4;;
26;2020-S15;C;46;254;15;;
26;2020-S15;D;15;132;12;;
26;2020-S15;E;29;214;27;;
26;2020-S16;0;106;1287;41;;
26;2020-S16;A;1;210;0;;
26;2020-S16;B;39;384;5;;
26;2020-S16;C;32;321;8;;
26;2020-S16;D;15;148;10;;
26;2020-S16;E;19;224;18;;
26;2020-S17;0;66;1380;26;;
26;2020-S17;A;2;245;0;;
26;2020-S17;B;25;444;1;;
26;2020-S17;C;18;305;4;;
26;2020-S17;D;2;138;2;;
26;2020-S17;E;19;247;19;;
27;2020-S10;0;0;1235;0;;
27;2020-S10;A;0;217;0;;
27;2020-S10;B;0;535;0;;
27;2020-S10;C;0;260;0;;
27;2020-S10;D;0;100;0;;
27;2020-S10;E;0;123;0;;
27;2020-S11;0;3;1390;0;;
27;2020-S11;A;0;232;0;;
27;2020-S11;B;0;612;0;;
27;2020-S11;C;3;316;0;;
27;2020-S11;D;0;85;0;;
27;2020-S11;E;0;145;0;;
27;2020-S12;0;11;679;1;;
27;2020-S12;A;0;77;0;;
27;2020-S12;B;6;300;1;;
27;2020-S12;C;4;138;0;;
27;2020-S12;D;1;68;0;;
27;2020-S12;E;0;96;0;;
27;2020-S13;0;44;747;4;;
27;2020-S13;A;0;75;0;;
27;2020-S13;B;26;323;1;;
27;2020-S13;C;14;182;1;;
27;2020-S13;D;1;80;0;;
27;2020-S13;E;3;87;2;;
27;2020-S14;0;49;745;8;;
27;2020-S14;A;0;68;0;;
27;2020-S14;B;31;327;3;;
27;2020-S14;C;10;178;2;;
27;2020-S14;D;4;68;1;;
27;2020-S14;E;4;104;2;;
27;2020-S15;0;40;784;9;;
27;2020-S15;A;0;77;0;;
27;2020-S15;B;16;311;3;;
27;2020-S15;C;9;178;0;;
27;2020-S15;D;7;88;4;;
27;2020-S15;E;8;130;2;;
27;2020-S16;0;43;943;8;;
27;2020-S16;A;0;85;0;;
27;2020-S16;B;16;409;0;;
27;2020-S16;C;18;254;3;;
27;2020-S16;D;4;86;1;;
27;2020-S16;E;5;109;4;;
27;2020-S17;0;25;1016;7;;
27;2020-S17;A;0;127;0;;
27;2020-S17;B;12;446;1;;
27;2020-S17;C;10;259;4;;
27;2020-S17;D;0;75;0;;
27;2020-S17;E;3;109;2;;
28;2020-S10;0;3;2402;0;;
28;2020-S10;A;1;296;0;;
28;2020-S10;B;2;940;0;;
28;2020-S10;C;0;531;0;;
28;2020-S10;D;0;231;0;;
28;2020-S10;E;0;404;0;;
28;2020-S11;0;18;2224;2;;
28;2020-S11;A;1;337;0;;
28;2020-S11;B;11;892;0;;
28;2020-S11;C;2;444;0;;
28;2020-S11;D;1;214;1;;
28;2020-S11;E;3;337;1;;
28;2020-S12;0;53;1309;15;;
28;2020-S12;A;1;113;0;;
28;2020-S12;B;23;473;6;;
28;2020-S12;C;17;329;4;;
28;2020-S12;D;5;172;3;;
28;2020-S12;E;7;222;2;;
28;2020-S13;0;93;1263;28;;
28;2020-S13;A;0;95;0;;
28;2020-S13;B;29;446;5;;
28;2020-S13;C;37;321;9;;
28;2020-S13;D;15;148;8;;
28;2020-S13;E;12;253;6;;
28;2020-S14;0;90;1194;33;;
28;2020-S14;A;1;87;0;;
28;2020-S14;B;14;402;3;;
28;2020-S14;C;30;331;6;;
28;2020-S14;D;23;161;8;;
28;2020-S14;E;22;213;16;;
28;2020-S15;0;64;1361;17;;
28;2020-S15;A;0;137;0;;
28;2020-S15;B;18;456;4;;
28;2020-S15;C;21;348;1;;
28;2020-S15;D;10;163;4;;
28;2020-S15;E;15;257;8;;
28;2020-S16;0;40;1337;15;;
28;2020-S16;A;1;147;0;;
28;2020-S16;B;12;469;2;;
28;2020-S16;C;14;323;4;;
28;2020-S16;D;4;147;2;;
28;2020-S16;E;9;251;7;;
28;2020-S17;0;49;1491;14;;
28;2020-S17;A;3;151;0;;
28;2020-S17;B;19;541;4;;
28;2020-S17;C;16;374;5;;
28;2020-S17;D;4;161;1;;
28;2020-S17;E;7;264;4;;
29;2020-S10;0;2;4349;1;0;1443
29;2020-S10;A;1;857;1;0;438
29;2020-S10;B;1;1511;0;0;630
29;2020-S10;C;0;767;0;0;223
29;2020-S10;D;0;464;0;0;62
29;2020-S10;E;0;749;0;0;88
29;2020-S11;0;3;4174;1;23;1504
29;2020-S11;A;3;873;1;13;497
29;2020-S11;B;0;1423;0;6;637
29;2020-S11;C;0;860;0;4;215
29;2020-S11;D;0;376;0;0;56
29;2020-S11;E;0;642;0;0;98
29;2020-S12;0;60;2920;3;74;1149
29;2020-S12;A;2;441;1;16;344
29;2020-S12;B;36;1000;0;39;500
29;2020-S12;C;16;675;1;11;198
29;2020-S12;D;3;299;1;4;44
29;2020-S12;E;3;505;0;4;62
29;2020-S13;0;85;2550;17;73;752
29;2020-S13;A;2;322;0;4;130
29;2020-S13;B;34;865;1;48;366
29;2020-S13;C;32;612;9;15;134
29;2020-S13;D;8;262;4;4;53
29;2020-S13;E;9;487;3;2;69
29;2020-S14;0;60;2526;14;36;579
29;2020-S14;A;0;324;0;0;90
29;2020-S14;B;27;828;5;26;271
29;2020-S14;C;14;571;4;3;112
29;2020-S14;D;6;264;0;3;46
29;2020-S14;E;13;539;5;4;59
29;2020-S15;0;59;2797;29;30;594
29;2020-S15;A;1;392;0;1;86
29;2020-S15;B;20;823;4;21;239
29;2020-S15;C;13;622;9;5;143
29;2020-S15;D;5;319;1;2;62
29;2020-S15;E;20;641;15;0;63
29;2020-S16;0;31;2854;16;14;623
29;2020-S16;A;1;468;0;1;102
29;2020-S16;B;8;849;2;6;280
29;2020-S16;C;10;623;5;4;115
29;2020-S16;D;4;324;3;2;52
29;2020-S16;E;8;590;6;1;74
29;2020-S17;0;28;2836;12;11;558
29;2020-S17;A;0;429;0;2;84
29;2020-S17;B;6;877;1;5;242
29;2020-S17;C;6;599;2;1;112
29;2020-S17;D;7;348;4;0;38
29;2020-S17;E;9;583;5;3;82
2A;2020-S10;0;36;688;28;2;380
2A;2020-S10;A;6;108;4;0;102
2A;2020-S10;B;14;265;10;0;159
2A;2020-S10;C;9;147;7;0;73
2A;2020-S10;D;3;63;3;2;27
2A;2020-S10;E;4;105;4;0;12
2A;2020-S11;0;10;474;9;61;590
2A;2020-S11;A;2;71;2;8;136
2A;2020-S11;B;3;171;3;29;261
2A;2020-S11;C;4;113;3;15;128
2A;2020-S11;D;0;55;0;3;39
2A;2020-S11;E;1;64;1;5;22
2A;2020-S12;0;5;312;5;69;276
2A;2020-S12;A;0;24;0;3;64
2A;2020-S12;B;1;101;1;32;113
2A;2020-S12;C;0;91;0;27;63
2A;2020-S12;D;1;35;1;4;17
2A;2020-S12;E;3;61;3;3;19
2A;2020-S13;0;13;258;9;135;310
2A;2020-S13;A;0;22;0;8;45
2A;2020-S13;B;3;105;1;72;146
2A;2020-S13;C;5;70;3;34;72
2A;2020-S13;D;2;21;2;7;20
2A;2020-S13;E;3;40;3;14;27
2A;2020-S14;0;16;325;11;68;234
2A;2020-S14;A;0;29;0;11;42
2A;2020-S14;B;5;113;1;29;96
2A;2020-S14;C;4;90;4;16;52
2A;2020-S14;D;1;37;0;4;18
2A;2020-S14;E;6;56;6;8;26
2A;2020-S15;0;10;341;7;28;207
2A;2020-S15;A;0;42;0;0;26
2A;2020-S15;B;0;110;0;18;89
2A;2020-S15;C;6;103;3;8;51
2A;2020-S15;D;2;29;2;1;12
2A;2020-S15;E;2;57;2;1;29
2A;2020-S16;0;13;372;10;28;244
2A;2020-S16;A;0;44;0;1;50
2A;2020-S16;B;3;124;1;20;98
2A;2020-S16;C;5;101;4;4;43
2A;2020-S16;D;1;39;1;3;23
2A;2020-S16;E;4;64;4;0;30
2A;2020-S17;0;5;341;5;27;191
2A;2020-S17;A;0;36;0;1;37
2A;2020-S17;B;1;115;1;13;76
2A;2020-S17;C;2;93;2;6;43
2A;2020-S17;D;0;38;0;2;11
2A;2020-S17;E;2;59;2;5;24
2B;2020-S10;0;64;861;63;;
2B;2020-S10;A;9;147;9;;
2B;2020-S10;B;36;325;35;;
2B;2020-S10;C;18;188;18;;
2B;2020-S10;D;1;88;1;;
2B;2020-S10;E;0;113;0;;
2B;2020-S11;0;156;831;156;;
2B;2020-S11;A;21;124;21;;
2B;2020-S11;B;85;324;85;;
2B;2020-S11;C;39;199;39;;
2B;2020-S11;D;7;81;7;;
2B;2020-S11;E;4;103;4;;
2B;2020-S12;0;235;628;232;;
2B;2020-S12;A;19;63;19;;
2B;2020-S12;B;98;231;96;;
2B;2020-S12;C;83;182;83;;
2B;2020-S12;D;14;68;13;;
2B;2020-S12;E;21;84;21;;
2B;2020-S13;0;447;763;444;;
2B;2020-S13;A;7;34;6;;
2B;2020-S13;B;187;294;185;;
2B;2020-S13;C;163;255;163;;
2B;2020-S13;D;36;81;36;;
2B;2020-S13;E;54;99;54;;
2B;2020-S14;0;235;592;220;;
2B;2020-S14;A;7;38;5;;
2B;2020-S14;B;86;205;80;;
2B;2020-S14;C;91;179;86;;
2B;2020-S14;D;20;57;19;;
2B;2020-S14;E;31;113;30;;
2B;2020-S15;0;100;515;94;;
2B;2020-S15;A;0;37;0;;
2B;2020-S15;B;36;172;31;;
2B;2020-S15;C;42;156;41;;
2B;2020-S15;D;7;60;7;;
2B;2020-S15;E;15;90;15;;
2B;2020-S16;0;146;606;144;;
2B;2020-S16;A;2;49;2;;
2B;2020-S16;B;68;203;68;;
2B;2020-S16;C;50;181;48;;
2B;2020-S16;D;13;81;13;;
2B;2020-S16;E;13;92;13;;
2B;2020-S17;0;189;640;187;;
2B;2020-S17;A;6;48;6;;
2B;2020-S17;B;70;237;69;;
2B;2020-S17;C;72;162;71;;
2B;2020-S17;D;14;79;14;;
2B;2020-S17;E;27;114;27;;
30;2020-S10;0;0;3574;0;0;750
30;2020-S10;A;0;834;0;0;264
30;2020-S10;B;0;1289;0;0;316
30;2020-S10;C;0;622;0;0;101
30;2020-S10;D;0;301;0;0;30
30;2020-S10;E;0;528;0;0;39
30;2020-S11;0;1;3192;0;13;705
30;2020-S11;A;0;682;0;3;253
30;2020-S11;B;1;1149;0;5;270
30;2020-S11;C;0;598;0;3;116
30;2020-S11;D;0;303;0;1;28
30;2020-S11;E;0;460;0;1;38
30;2020-S12;0;40;1876;8;37;488
30;2020-S12;A;0;357;0;7;126
30;2020-S12;B;22;643;0;22;224
