dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
45;2020-S11;D;0;180;0;0;16
45;2020-S11;E;0;355;0;1;44
45;2020-S12;0;7;1555;5;43;308
45;2020-S12;A;0;273;0;5;57
45;2020-S12;B;2;564;1;26;145
45;2020-S12;C;2;306;1;9;53
45;2020-S12;D;2;137;2;1;13
45;2020-S12;E;1;275;1;0;33
45;2020-S13;0;134;1506;76;29;211
45;2020-S13;A;2;208;0;1;29
45;2020-S13;B;42;583;12;23;98
45;2020-S13;C;39;311;22;3;41
45;2020-S13;D;23;152;18;2;21
45;2020-S13;E;28;252;24;0;18
45;2020-S14;0;212;1624;123;40;245
45;2020-S14;A;3;259;0;2;24
45;2020-S14;B;54;556;14;22;110
45;2020-S14;C;61;350;27;11;52
45;2020-S14;D;34;157;30;1;15
45;2020-S14;E;60;302;52;2;34
45;2020-S15;0;170;1687;97;13;221
45;2020-S15;A;5;298;0;0;19
45;2020-S15;B;44;549;10;7;100
45;2020-S15;C;47;372;25;5;38
45;2020-S15;D;25;181;21;1;15
45;2020-S15;E;49;287;41;0;48
45;2020-S16;0;101;1796;61;15;304
45;2020-S16;A;3;307;0;0;26
45;2020-S16;B;19;599;4;10;149
45;2020-S16;C;30;398;13;4;57
45;2020-S16;D;15;175;11;1;17
45;2020-S16;E;34;317;33;0;53
45;2020-S17;0;95;1903;53;18;257
45;2020-S17;A;1;317;0;0;23
45;2020-S17;B;18;662;3;10;115
45;2020-S17;C;22;404;9;2;43
45;2020-S17;D;14;183;9;2;21
45;2020-S17;E;40;337;32;3;42
46;2020-S10;0;0;726;0;;
46;2020-S10;A;0;140;0;;
46;2020-S10;B;0;227;0;;
46;2020-S10;C;0;135;0;;
46;2020-S10;D;0;84;0;;
46;2020-S10;E;0;140;0;;
46;2020-S11;0;0;802;0;;
46;2020-S11;A;0;159;0;;
46;2020-S11;B;0;255;0;;
46;2020-S11;C;0;147;0;;
46;2020-S11;D;0;106;0;;
46;2020-S11;E;0;135;0;;
46;2020-S12;0;0;520;0;;
46;2020-S12;A;0;87;0;;
46;2020-S12;B;0;150;0;;
46;2020-S12;C;0;115;0;;
46;2020-S12;D;0;59;0;;
46;2020-S12;E;0;108;0;;
46;2020-S13;0;13;495;9;;
46;2020-S13;A;1;60;1;;
46;2020-S13;B;5;181;3;;
46;2020-S13;C;2;94;0;;
46;2020-S13;D;2;64;2;;
46;2020-S13;E;3;96;3;;
46;2020-S14;0;20;498;12;;
46;2020-S14;A;1;53;0;;
46;2020-S14;B;5;151;2;;
46;2020-S14;C;5;106;1;;
46;2020-S14;D;4;64;4;;
46;2020-S14;E;5;124;5;;
46;2020-S15;0;44;532;16;;
46;2020-S15;A;0;60;0;;
46;2020-S15;B;14;150;0;;
46;2020-S15;C;11;125;1;;
46;2020-S15;D;3;71;1;;
46;2020-S15;E;16;126;14;;
46;2020-S16;0;69;581;18;;
46;2020-S16;A;1;59;0;;
46;2020-S16;B;29;170;1;;
46;2020-S16;C;23;133;5;;
46;2020-S16;D;3;70;2;;
46;2020-S16;E;13;149;10;;
46;2020-S17;0;79;600;8;;
46;2020-S17;A;2;63;0;;
46;2020-S17;B;43;196;2;;
46;2020-S17;C;27;160;4;;
46;2020-S17;D;3;66;0;;
46;2020-S17;E;4;115;2;;
47;2020-S10;0;48;1570;4;;
47;2020-S10;A;5;230;0;;
47;2020-S10;B;18;559;1;;
47;2020-S10;C;17;303;2;;
47;2020-S10;D;6;141;0;;
47;2020-S10;E;2;337;1;;
47;2020-S11;0;206;1713;9;;
47;2020-S11;A;42;297;0;;
47;2020-S11;B;100;642;1;;
47;2020-S11;C;47;332;1;;
47;2020-S11;D;7;136;2;;
47;2020-S11;E;10;306;5;;
47;2020-S12;0;172;1045;28;;
47;2020-S12;A;6;154;2;;
47;2020-S12;B;89;361;5;;
47;2020-S12;C;53;237;3;;
47;2020-S12;D;5;78;2;;
47;2020-S12;E;19;215;16;;
47;2020-S13;0;123;901;49;;
47;2020-S13;A;4;102;4;;
47;2020-S13;B;55;312;7;;
47;2020-S13;C;34;198;12;;
47;2020-S13;D;11;100;7;;
47;2020-S13;E;19;189;19;;
47;2020-S14;0;86;938;35;;
47;2020-S14;A;5;96;2;;
47;2020-S14;B;26;295;4;;
47;2020-S14;C;25;220;6;;
47;2020-S14;D;9;116;6;;
47;2020-S14;E;21;211;17;;
47;2020-S15;0;73;1039;31;;
47;2020-S15;A;1;94;0;;
47;2020-S15;B;21;319;4;;
47;2020-S15;C;34;261;14;;
47;2020-S15;D;6;119;3;;
47;2020-S15;E;11;246;10;;
47;2020-S16;0;49;1103;23;;
47;2020-S16;A;1;128;0;;
47;2020-S16;B;15;339;2;;
47;2020-S16;C;10;238;3;;
47;2020-S16;D;6;132;4;;
47;2020-S16;E;17;266;14;;
47;2020-S17;0;29;1115;16;;
47;2020-S17;A;0;147;0;;
47;2020-S17;B;8;339;1;;
47;2020-S17;C;8;256;3;;
47;2020-S17;D;4;142;4;;
47;2020-S17;E;9;231;8;;
48;2020-S10;0;0;257;0;;
48;2020-S10;A;0;49;0;;
48;2020-S10;B;0;103;0;;
48;2020-S10;C;0;42;0;;
48;2020-S10;D;0;23;0;;
48;2020-S10;E;0;40;0;;
48;2020-S11;0;6;225;3;;
48;2020-S11;A;0;40;0;;
48;2020-S11;B;2;69;0;;
48;2020-S11;C;2;49;1;;
48;2020-S11;D;1;22;1;;
48;2020-S11;E;1;45;1;;
48;2020-S12;0;6;108;0;;
48;2020-S12;A;0;15;0;;
48;2020-S12;B;2;32;0;;
48;2020-S12;C;3;29;0;;
48;2020-S12;D;1;12;0;;
48;2020-S12;E;0;20;0;;
48;2020-S13;0;11;130;1;;
48;2020-S13;A;0;8;0;;
48;2020-S13;B;3;51;0;;
48;2020-S13;C;3;23;1;;
48;2020-S13;D;4;24;0;;
48;2020-S13;E;1;24;0;;
48;2020-S14;0;6;141;2;;
48;2020-S14;A;0;14;0;;
48;2020-S14;B;0;56;0;;
48;2020-S14;C;2;35;1;;
48;2020-S14;D;1;11;0;;
48;2020-S14;E;3;25;1;;
48;2020-S15;0;5;191;0;;
48;2020-S15;A;0;14;0;;
48;2020-S15;B;3;70;0;;
48;2020-S15;C;1;49;0;;
48;2020-S15;D;0;22;0;;
48;2020-S15;E;1;35;0;;
48;2020-S16;0;3;162;2;;
48;2020-S16;A;0;19;0;;
48;2020-S16;B;0;61;0;;
48;2020-S16;C;1;32;1;;
48;2020-S16;D;0;19;0;;
48;2020-S16;E;2;31;1;;
48;2020-S17;0;5;144;0;;
48;2020-S17;A;0;14;0;;
48;2020-S17;B;1;44;0;;
48;2020-S17;C;2;33;0;;
48;2020-S17;D;1;22;0;;
48;2020-S17;E;1;31;0;;
49;2020-S10;0;29;2794;10;;
49;2020-S10;A;0;648;0;;
49;2020-S10;B;13;1118;2;;
49;2020-S10;C;8;430;2;;
49;2020-S10;D;4;189;3;;
49;2020-S10;E;4;409;3;;
49;2020-S11;0;51;2580;16;;
49;2020-S11;A;2;664;0;;
49;2020-S11;B;20;937;2;;
49;2020-S11;C;12;435;2;;
49;2020-S11;D;10;195;6;;
49;2020-S11;E;7;349;6;;
49;2020-S12;0;181;1739;54;;
49;2020-S12;A;2;401;0;;
49;2020-S12;B;81;582;11;;
49;2020-S12;C;48;351;11;;
49;2020-S12;D;23;148;12;;
49;2020-S12;E;27;257;20;;
49;2020-S13;0;290;1623;94;;
49;2020-S13;A;9;287;0;;
49;2020-S13;B;116;529;13;;
49;2020-S13;C;88;369;31;;
49;2020-S13;D;34;159;20;;
49;2020-S13;E;43;279;30;;
49;2020-S14;0;253;1629;105;;
49;2020-S14;A;3;286;0;;
49;2020-S14;B;96;513;12;;
49;2020-S14;C;69;343;26;;
49;2020-S14;D;39;180;28;;
49;2020-S14;E;46;307;39;;
49;2020-S15;0;186;1716;90;;
49;2020-S15;A;1;315;0;;
49;2020-S15;B;60;518;10;;
49;2020-S15;C;60;386;22;;
49;2020-S15;D;23;194;18;;
49;2020-S15;E;42;303;40;;
49;2020-S16;0;104;1785;45;;
49;2020-S16;A;0;328;0;;
49;2020-S16;B;34;560;3;;
49;2020-S16;C;25;363;10;;
49;2020-S16;D;14;183;9;;
49;2020-S16;E;31;351;23;;
49;2020-S17;0;94;1782;51;;
49;2020-S17;A;0;351;0;;
49;2020-S17;B;32;596;11;;
49;2020-S17;C;20;368;9;;
49;2020-S17;D;15;182;9;;
49;2020-S17;E;27;285;22;;
50;2020-S10;0;0;2632;0;0;1195
50;2020-S10;A;0;507;0;0;285
50;2020-S10;B;0;918;0;0;564
50;2020-S10;C;0;468;0;0;217
50;2020-S10;D;0;243;0;0;61
50;2020-S10;E;0;496;0;0;68
50;2020-S11;0;12;2423;5;11;1200
50;2020-S11;A;0;512;0;3;336
50;2020-S11;B;4;851;0;7;536
50;2020-S11;C;3;413;0;1;223
50;2020-S11;D;0;221;0;0;41
50;2020-S11;E;5;426;5;0;64
50;2020-S12;0;32;1393;23;101;769
50;2020-S12;A;0;223;0;6;165
50;2020-S12;B;5;405;2;58;320
50;2020-S12;C;14;308;9;33;185
50;2020-S12;D;8;145;7;1;41
50;2020-S12;E;5;312;5;3;58
50;2020-S13;0;85;1272;70;129;471
50;2020-S13;A;0;154;0;3;67
50;2020-S13;B;18;375;13;85;223
50;2020-S13;C;32;294;23;26;98
50;2020-S13;D;14;161;14;8;31
50;2020-S13;E;21;287;20;7;52
50;2020-S14;0;89;1343;63;47;416
50;2020-S14;A;0;146;0;3;58
50;2020-S14;B;28;438;15;26;181
50;2020-S14;C;26;319;17;16;107
50;2020-S14;D;10;145;8;1;20
50;2020-S14;E;25;295;23;1;50
50;2020-S15;0;52;1547;42;39;396
50;2020-S15;A;0;208;0;1;51
50;2020-S15;B;14;464;8;23;166
50;2020-S15;C;12;335;8;10;91
50;2020-S15;D;5;194;5;3;35
50;2020-S15;E;21;346;21;2;53
50;2020-S16;0;64;1507;51;20;448
50;2020-S16;A;0;168;0;0;50
50;2020-S16;B;16;433;10;13;193
50;2020-S16;C;20;338;14;4;97
50;2020-S16;D;5;202;5;1;45
50;2020-S16;E;23;366;22;2;63
50;2020-S17;0;40;1569;34;24;425
50;2020-S17;A;0;214;0;0;38
50;2020-S17;B;13;439;7;15;190
50;2020-S17;C;8;357;8;5;99
50;2020-S17;D;4;215;4;2;35
50;2020-S17;E;15;344;15;2;63
51;2020-S10;0;8;2432;4;0;351
51;2020-S10;A;0;552;0;0;129
51;2020-S10;B;4;976;2;0;143
51;2020-S10;C;1;409;0;0;40
51;2020-S10;D;3;183;2;0;11
51;2020-S10;E;0;311;0;0;28
51;2020-S11;0;14;2174;5;7;267
51;2020-S11;A;0;512;0;0;89
51;2020-S11;B;7;850;2;7;122
51;2020-S11;C;5;391;2;0;27
51;2020-S11;D;2;160;1;0;10
51;2020-S11;E;0;261;0;0;19
51;2020-S12;0;91;1339;35;42;268
51;2020-S12;A;0;242;0;2;87
51;2020-S12;B;33;445;3;38;129
51;2020-S12;C;30;282;11;1;24
51;2020-S12;D;8;139;3;1;10
51;2020-S12;E;20;231;18;0;18
51;2020-S13;0;188;1121;83;50;236
51;2020-S13;A;0;127;0;1;45
51;2020-S13;B;75;364;7;37;120
51;2020-S13;C;52;269;21;10;41
51;2020-S13;D;26;153;23;1;14
51;2020-S13;E;35;208;32;1;15
51;2020-S14;0;119;1127;63;24;190
51;2020-S14;A;0;153;0;0;32
51;2020-S14;B;32;367;5;15;83
51;2020-S14;C;34;270;12;7;35
51;2020-S14;D;21;125;18;1;13
51;2020-S14;E;32;212;28;1;27
51;2020-S15;0;102;1277;49;16;209
51;2020-S15;A;0;181;0;1;43
51;2020-S15;B;28;442;5;10;91
51;2020-S15;C;30;294;11;3;36
51;2020-S15;D;21;135;16;1;15
51;2020-S15;E;23;225;17;1;24
51;2020-S16;0;66;1152;24;16;203
51;2020-S16;A;0;199;0;0;38
51;2020-S16;B;20;370;1;10;72
51;2020-S16;C;23;279;8;2;44
51;2020-S16;D;9;114;6;2;20
51;2020-S16;E;14;190;9;2;29
51;2020-S17;0;58;1235;29;13;163
51;2020-S17;A;0;160;0;1;34
51;2020-S17;B;19;420;1;6;70
51;2020-S17;C;9;279;2;3;28
51;2020-S17;D;8;143;6;0;6
51;2020-S17;E;22;233;20;3;25
52;2020-S10;0;0;881;0;;
52;2020-S10;A;0;150;0;;
52;2020-S10;B;0;314;0;;
52;2020-S10;C;0;187;0;;
52;2020-S10;D;0;87;0;;
52;2020-S10;E;0;143;0;;
52;2020-S11;0;3;811;1;;
52;2020-S11;A;0;160;0;;
52;2020-S11;B;3;295;1;;
52;2020-S11;C;0;146;0;;
52;2020-S11;D;0;84;0;;
52;2020-S11;E;0;126;0;;
52;2020-S12;0;68;576;11;;
52;2020-S12;A;1;77;1;;
52;2020-S12;B;28;198;0;;
52;2020-S12;C;25;130;1;;
52;2020-S12;D;6;67;2;;
52;2020-S12;E;8;104;7;;
52;2020-S13;0;180;521;42;;
52;2020-S13;A;1;52;0;;
52;2020-S13;B;79;190;1;;
52;2020-S13;C;53;112;10;;
52;2020-S13;D;25;74;15;;
52;2020-S13;E;22;93;16;;
52;2020-S14;0;137;516;53;;
52;2020-S14;A;3;58;2;;
52;2020-S14;B;55;182;6;;
52;2020-S14;C;35;124;10;;
52;2020-S14;D;15;42;11;;
52;2020-S14;E;29;110;24;;
52;2020-S15;0;55;483;21;;
52;2020-S15;A;2;53;1;;
52;2020-S15;B;21;179;2;;
52;2020-S15;C;17;102;7;;
52;2020-S15;D;4;40;2;;
52;2020-S15;E;11;109;9;;
52;2020-S16;0;50;500;15;;
52;2020-S16;A;1;65;1;;
52;2020-S16;B;15;165;1;;
52;2020-S16;C;20;109;4;;
52;2020-S16;D;3;64;1;;
52;2020-S16;E;11;97;8;;
52;2020-S17;0;39;596;4;;
52;2020-S17;A;0;66;0;;
52;2020-S17;B;20;192;0;;
52;2020-S17;C;15;151;1;;
52;2020-S17;D;2;63;2;;
52;2020-S17;E;2;124;1;;
53;2020-S10;0;2;517;0;;
53;2020-S10;A;0;65;0;;
53;2020-S10;B;0;193;0;;
53;2020-S10;C;2;109;0;;
53;2020-S10;D;0;48;0;;
53;2020-S10;E;0;102;0;;
53;2020-S11;0;0;463;0;;
53;2020-S11;A;0;46;0;;
53;2020-S11;B;0;190;0;;
53;2020-S11;C;0;95;0;;
53;2020-S11;D;0;50;0;;
53;2020-S11;E;0;82;0;;
53;2020-S12;0;8;272;2;;
53;2020-S12;A;0;20;0;;
53;2020-S12;B;4;99;1;;
53;2020-S12;C;1;69;0;;
53;2020-S12;D;3;30;1;;
53;2020-S12;E;0;54;0;;
53;2020-S13;0;92;324;32;;
53;2020-S13;A;0;20;0;;
53;2020-S13;B;33;112;5;;
53;2020-S13;C;27;69;6;;
53;2020-S13;D;9;36;4;;
53;2020-S13;E;23;87;17;;
53;2020-S14;0;84;384;29;;
53;2020-S14;A;0;29;0;;
53;2020-S14;B;41;155;6;;
53;2020-S14;C;17;82;3;;
53;2020-S14;D;7;35;4;;
53;2020-S14;E;19;83;16;;
53;2020-S15;0;64;402;32;;
53;2020-S15;A;0;41;0;;
53;2020-S15;B;13;128;0;;
53;2020-S15;C;20;100;9;;
53;2020-S15;D;7;44;3;;
53;2020-S15;E;24;89;20;;
53;2020-S16;0;57;396;20;;
53;2020-S16;A;0;22;0;;
53;2020-S16;B;19;148;3;;
53;2020-S16;C;13;88;4;;
53;2020-S16;D;4;42;2;;
53;2020-S16;E;21;96;11;;
53;2020-S17;0;35;403;14;;
53;2020-S17;A;0;31;0;;
53;2020-S17;B;11;155;3;;
53;2020-S17;C;12;92;2;;
53;2020-S17;D;1;41;1;;
53;2020-S17;E;11;84;8;;
54;2020-S10;0;3;2862;0;1;1148
54;2020-S10;A;3;680;0;0;336
54;2020-S10;B;0;981;0;1;455
54;2020-S10;C;0;511;0;0;156
54;2020-S10;D;0;238;0;0;69
54;2020-S10;E;0;452;0;0;132
54;2020-S11;0;16;2714;8;10;1248
54;2020-S11;A;12;606;4;2;371
54;2020-S11;B;0;949;0;5;472
54;2020-S11;C;0;455;0;3;171
54;2020-S11;D;1;250;1;0;74
54;2020-S11;E;3;454;3;0;156
54;2020-S12;0;147;1714;69;47;1028
54;2020-S12;A;14;325;7;4;232
54;2020-S12;B;45;571;6;27;413
54;2020-S12;C;43;342;21;9;185
54;2020-S12;D;23;179;14;5;71
54;2020-S12;E;22;297;21;2;127
54;2020-S13;0;302;1682;145;245;1039
54;2020-S13;A;3;226;3;12;121
54;2020-S13;B;72;504;16;136;467
54;2020-S13;C;103;409;38;66;223
54;2020-S13;D;54;214;33;16;80
54;2020-S13;E;70;329;55;15;148
54;2020-S14;0;254;1572;126;222;849
54;2020-S14;A;18;243;9;14;89
54;2020-S14;B;74;488;16;132;368
54;2020-S14;C;67;353;26;46;172
54;2020-S14;D;43;178;34;20;85
54;2020-S14;E;52;310;41;10;135
54;2020-S15;0;192;1692;98;121;749
54;2020-S15;A;11;288;3;5;103
54;2020-S15;B;46;525;9;61;269
54;2020-S15;C;60;375;29;30;151
54;2020-S15;D;20;169;15;9;76
54;2020-S15;E;55;335;42;16;150
54;2020-S16;0;124;1710;55;88;773
54;2020-S16;A;3;302;2;7;89
54;2020-S16;B;37;557;2;50;290
54;2020-S16;C;32;369;13;15;170
54;2020-S16;D;13;172;8;6;79
54;2020-S16;E;39;310;30;10;145
54;2020-S17;0;84;1790;41;57;633
54;2020-S17;A;4;302;3;7;78
54;2020-S17;B;21;578;3;27;249
54;2020-S17;C;17;401;6;12;126
54;2020-S17;D;16;190;10;6;63
54;2020-S17;E;26;319;19;5;117
55;2020-S10;0;0;766;0;;
55;2020-S10;A;0;110;0;;
55;2020-S10;B;0;276;0;;
55;2020-S10;C;0;164;0;;
55;2020-S10;D;0;77;0;;
55;2020-S10;E;0;139;0;;
55;2020-S11;0;8;752;1;;
55;2020-S11;A;0;116;0;;
55;2020-S11;B;4;285;0;;
55;2020-S11;C;3;151;0;;
55;2020-S11;D;0;79;0;;
55;2020-S11;E;1;121;1;;
55;2020-S12;0;72;503;22;;
55;2020-S12;A;0;40;0;;
55;2020-S12;B;36;180;4;;
55;2020-S12;C;21;143;6;;
55;2020-S12;D;10;55;7;;
55;2020-S12;E;5;85;5;;
55;2020-S13;0;83;430;47;;
55;2020-S13;A;1;29;1;;
55;2020-S13;B;23;143;2;;
55;2020-S13;C;31;125;18;;
55;2020-S13;D;15;60;13;;
55;2020-S13;E;13;73;13;;
55;2020-S14;0;73;319;45;;
55;2020-S14;A;0;16;0;;
55;2020-S14;B;22;112;4;;
55;2020-S14;C;19;80;11;;
55;2020-S14;D;19;53;18;;
55;2020-S14;E;13;58;12;;
55;2020-S15;0;54;413;22;;
55;2020-S15;A;0;47;0;;
55;2020-S15;B;21;137;1;;
55;2020-S15;C;22;105;10;;
55;2020-S15;D;3;49;3;;
55;2020-S15;E;8;75;8;;
55;2020-S16;0;28;394;14;;
55;2020-S16;A;0;41;0;;
55;2020-S16;B;11;125;2;;
55;2020-S16;C;9;96;4;;
55;2020-S16;D;2;47;2;;
55;2020-S16;E;6;85;6;;
55;2020-S17;0;13;430;9;;
55;2020-S17;A;1;42;1;;
55;2020-S17;B;3;142;1;;
55;2020-S17;C;3;92;1;;
55;2020-S17;D;1;68;1;;
55;2020-S17;E;5;86;5;;
56;2020-S10;0;311;2654;1;2;676
56;2020-S10;A;48;554;0;0;179
56;2020-S10;B;146;877;0;1;270
56;2020-S10;C;84;512;1;1;107
56;2020-S10;D;25;259;0;0;31
56;2020-S10;E;8;452;0;0;89
56;2020-S11;0;352;3040;4;2;669
56;2020-S11;A;122;632;0;0;182
56;2020-S11;B;113;1000;1;2;283
56;2020-S11;C;78;624;0;0;111
56;2020-S11;D;24;259;2;0;24
56;2020-S11;E;15;525;1;0;69
56;2020-S12;0;320;2050;31;22;549
56;2020-S12;A;30;338;0;1;137
56;2020-S12;B;147;665;1;14;221
56;2020-S12;C;83;479;4;6;105
56;2020-S12;D;24;190;7;1;30
56;2020-S12;E;36;378;19;0;56
56;2020-S13;0;248;1835;42;34;428
56;2020-S13;A;14;213;0;5;68
56;2020-S13;B;92;603;6;17;192
56;2020-S13;C;66;458;7;7;82
56;2020-S13;D;31;208;10;1;26
56;2020-S13;E;45;353;19;4;60
56;2020-S14;0;150;1655;70;12;346
56;2020-S14;A;4;225;0;2;59
56;2020-S14;B;31;449;6;6;139
56;2020-S14;C;44;393;10;4;68
56;2020-S14;D;23;209;10;0;25
56;2020-S14;E;48;379;44;0;55
56;2020-S15;0;113;1832;42;11;367
56;2020-S15;A;0;269;0;0;52
56;2020-S15;B;35;520;3;7;159
56;2020-S15;C;28;405;8;1;85
56;2020-S15;D;17;200;10;1;27
56;2020-S15;E;33;438;21;2;44
56;2020-S16;0;73;1888;36;14;398
56;2020-S16;A;1;265;0;1;57
56;2020-S16;B;16;544;2;6;161
56;2020-S16;C;14;427;6;5;75
56;2020-S16;D;10;225;6;2;20
56;2020-S16;E;32;427;22;0;85
56;2020-S17;0;145;1683;24;13;307
56;2020-S17;A;0;245;0;1;38
56;2020-S17;B;67;492;3;7;116
56;2020-S17;C;46;366;3;2;71
56;2020-S17;D;11;200;6;2;29
56;2020-S17;E;21;380;12;1;53
57;2020-S10;0;3;5186;2;;
57;2020-S10;A;0;1233;0;;
57;2020-S10;B;1;1873;0;;
57;2020-S10;C;1;940;1;;
57;2020-S10;D;1;413;1;;
57;2020-S10;E;0;727;0;;
57;2020-S11;0;90;4635;23;;
57;2020-S11;A;4;1029;0;;
57;2020-S11;B;39;1659;8;;
57;2020-S11;C;35;883;6;;
57;2020-S11;D;6;393;3;;
57;2020-S11;E;6;671;6;;
57;2020-S12;0;652;3515;203;;
57;2020-S12;A;4;488;0;;
57;2020-S12;B;293;1202;31;;
57;2020-S12;C;237;909;82;;
57;2020-S12;D;59;363;41;;
57;2020-S12;E;59;553;49;;
57;2020-S13;0;1056;3492;479;;
57;2020-S13;A;3;295;1;;
57;2020-S13;B;387;1177;48;;
57;2020-S13;C;332;957;139;;
57;2020-S13;D;156;428;130;;
57;2020-S13;E;178;635;161;;
57;2020-S14;0;739;2957;385;;
57;2020-S14;A;2;302;2;;
57;2020-S14;B;235;1009;40;;
57;2020-S14;C;233;729;114;;
57;2020-S14;D;107;377;89;;
57;2020-S14;E;162;540;140;;
57;2020-S15;0;531;2907;307;;
57;2020-S15;A;2;338;0;;
57;2020-S15;B;173;949;37;;
57;2020-S15;C;145;722;74;;
57;2020-S15;D;77;348;68;;
57;2020-S15;E;134;550;128;;
57;2020-S16;0;327;2876;161;;
57;2020-S16;A;2;427;1;;
57;2020-S16;B;108;918;19;;
57;2020-S16;C;104;713;44;;
57;2020-S16;D;38;304;29;;
57;2020-S16;E;75;514;68;;
57;2020-S17;0;261;2931;156;;
57;2020-S17;A;1;438;0;;
57;2020-S17;B;79;938;27;;
57;2020-S17;C;76;678;41;;
57;2020-S17;D;34;327;24;;
57;2020-S17;E;71;550;64;;
58;2020-S10;0;13;1246;9;;
58;2020-S10;A;2;238;2;;
58;2020-S10;B;4;385;4;;
58;2020-S10;C;5;256;3;;
58;2020-S10;D;1;125;0;;
58;2020-S10;E;1;242;0;;
58;2020-S11;0;24;1175;23;;
58;2020-S11;A;1;253;0;;
58;2020-S11;B;11;376;11;;
58;2020-S11;C;6;224;6;;
58;2020-S11;D;1;114;1;;
58;2020-S11;E;5;208;5;;
58;2020-S12;0;63;825;25;;
58;2020-S12;A;2;133;1;;
58;2020-S12;B;25;215;5;;
58;2020-S12;C;20;184;5;;
58;2020-S12;D;4;102;3;;
58;2020-S12;E;12;191;11;;
58;2020-S13;0;137;792;58;;
58;2020-S13;A;3;101;0;;
58;2020-S13;B;65;281;22;;
58;2020-S13;C;47;166;18;;
58;2020-S13;D;7;88;5;;
58;2020-S13;E;15;156;13;;
58;2020-S14;0;138;797;63;;
58;2020-S14;A;1;97;0;;
58;2020-S14;B;59;244;16;;
58;2020-S14;C;41;196;17;;
58;2020-S14;D;11;95;7;;
58;2020-S14;E;26;165;23;;
58;2020-S15;0;161;852;44;;
58;2020-S15;A;1;104;0;;
58;2020-S15;B;67;269;7;;
58;2020-S15;C;66;223;12;;
58;2020-S15;D;12;94;11;;
58;2020-S15;E;15;162;14;;
58;2020-S16;0;154;825;41;;
58;2020-S16;A;2;103;0;;
58;2020-S16;B;75;262;10;;
58;2020-S16;C;51;194;6;;
58;2020-S16;D;12;104;11;;
58;2020-S16;E;14;162;14;;
58;2020-S17;0;71;889;34;;
58;2020-S17;A;0;102;0;;
58;2020-S17;B;24;284;7;;
58;2020-S17;C;21;180;4;;
58;2020-S17;D;11;127;9;;
58;2020-S17;E;15;196;14;;
59;2020-S10;0;82;13483;7;2;5211
59;2020-S10;A;2;3491;0;1;1878
59;2020-S10;B;51;5289;4;1;2594
59;2020-S10;C;16;2201;0;0;545
59;2020-S10;D;6;947;1;0;95
59;2020-S10;E;7;1553;2;0;86
59;2020-S11;0;206;12828;37;24;5503
59;2020-S11;A;21;3636;2;4;2040
59;2020-S11;B;101;4874;4;16;2690
59;2020-S11;C;36;2117;6;4;562
59;2020-S11;D;28;839;10;0;91
59;2020-S11;E;20;1359;15;0;110
59;2020-S12;0;442;6787;142;322;3250
59;2020-S12;A;54;1553;11;51;1007
59;2020-S12;B;168;2434;23;207;1645
59;2020-S12;C;108;1283;39;56;414
59;2020-S12;D;51;593;25;5;83
59;2020-S12;E;61;924;44;2;93
59;2020-S13;0;1072;7018;392;358;2142
59;2020-S13;A;65;1138;19;29;518
59;2020-S13;B;392;2630;56;239;1126
59;2020-S13;C;310;1523;116;80;348
59;2020-S13;D;135;691;73;6;72
59;2020-S13;E;170;1036;128;4;74
59;2020-S14;0;1099;7306;385;253;1705
59;2020-S14;A;42;1159;8;11;344
59;2020-S14;B;410;2692;55;162;884
59;2020-S14;C;308;1618;110;74;314
59;2020-S14;D;125;706;72;6;69
59;2020-S14;E;214;1131;140;0;84
59;2020-S15;0;824;7730;319;153;1517
59;2020-S15;A;35;1331;9;8;330
59;2020-S15;B;269;2805;41;109;761
59;2020-S15;C;249;1669;92;32;274
59;2020-S15;D;85;737;45;2;64
59;2020-S15;E;186;1188;132;2;79
59;2020-S16;0;627;7776;260;129;1669
59;2020-S16;A;30;1368;7;13;366
59;2020-S16;B;194;2876;38;79;831
59;2020-S16;C;171;1605;69;33;306
59;2020-S16;D;81;749;39;1;76
59;2020-S16;E;151;1178;107;3;88
59;2020-S17;0;442;8418;171;82;1488
59;2020-S17;A;31;1616;9;6;332
59;2020-S17;B;122;3101;19;59;743
59;2020-S17;C;114;1748;34;13;245
59;2020-S17;D;82;750;42;2;81
59;2020-S17;E;93;1202;67;2;80
60;2020-S10;0;0;1223;0;;
60;2020-S10;A;0;116;0;;
60;2020-S10;B;0;537;0;;
60;2020-S10;C;0;283;0;;
60;2020-S10;D;0;112;0;;
60;2020-S10;E;0;175;0;;
60;2020-S11;0;0;1103;0;;
60;2020-S11;A;0;62;0;;
60;2020-S11;B;0;507;0;;
60;2020-S11;C;0;257;0;;
60;2020-S11;D;0;98;0;;
60;2020-S11;E;0;179;0;;
60;2020-S12;0;5;899;1;;
60;2020-S12;A;0;52;0;;
60;2020-S12;B;2;361;1;;
60;2020-S12;C;3;239;0;;
60;2020-S12;D;0;98;0;;
60;2020-S12;E;0;149;0;;
60;2020-S13;0;103;893;40;;
60;2020-S13;A;0;40;0;;
60;2020-S13;B;44;378;13;;
60;2020-S13;C;39;250;13;;
60;2020-S13;D;10;99;7;;
60;2020-S13;E;10;126;7;;
60;2020-S14;0;139;911;67;;
